item_id,domain,group,standards,item_information,prompt,option_a,option_b,option_c,correct,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
S11ESS2.5H10,NA,11,S11ESS2.5,"H - Here is some evaporating water. (Point to student materials.) What will the water vapor form when it evaporates, rises and gets cold: clouds, stars, or wind?","What will the water vapor form when it evaporates, rises and gets cold?",clouds,stars,wind,a,Water.ai,Water_Cloud.ai,Water_Stars.ai,Wind12.ai,Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5H15,NA,11,S11ESS2.5,"H - This is the water cycle. (Point to the prompt.) Which shows liquid water falling to Earth: A, B, or C?",Which shows liquid water falling to Earth?,A,B,C,b,Water_Cycle2.ai,Steam2.ai,Rain14.ai,Sun1.ai,Biology/Misc./Weather,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G11_S11ESS2.5H15_intro.mp3,Science_G11_S11ESS2.5H15_stem.mp3,Science_G11_S11ESS2.5H15_a.mp3,Science_G11_S11ESS2.5H15_b.mp3,Science_G11_S11ESS2.5H15_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.1505
S11ESS2.5H19,NA,11,S11ESS2.5,"H - Here is a diagram of the water cycle. (Point to the water cycle.) In which step of the water cycle does it rain: collection, evaporation, or precipitation?",In which step of the water cycle does it rain?,collection,evaporation,precipitation,c,Water_Cycle2.ai,NA,NA,NA,Biology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
S11ESS2.5H20,NA,11,S11ESS2.5,"H - Here is a picture of the water cycle. (Point to the water cycle.) In which step of the water cycle does water form a lake: collection, evaporation, or precipitation?",In which step of the water cycle does water form a lake?,collection,evaporation,precipitation,a,Water_Cycle2.ai,Lake1.ai,Steam2.ai,Rain14.ai,Biology/Plants_Outdoors/Misc./Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5H5,NA,11,S11ESS2.5,"H - This diagram shows the water cycle. (Point to diagram.) Which form of water is the same as during collection: A, B, or C?",Which form of water is the same as during collection?,ice,liquid,steam,b,Water_Cycle2.ai,Ice_Cube3.ai,Water15.ai,Steam.ai,Biology/Food/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5H9,ESS - FT,11,S11ESS2.5,"H - Here is a mountain covered with snow. (Point to prompt.) When it gets warm outside what will happen to the snow, will it: freeze, stay the same, or melt away?",When it gets warm outside what will happen to the snow?,freeze,same,melt,c,Mountain2.2.ai,Mountain2.3.ai,Mountain2.2.ai,Mountain23.ai,Plants_Outdoors,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G11_S11ESS2.5H9_intro.mp3,Science_G11_S11ESS2.5H9_stem.mp3,Science_G11_S11ESS2.5H9_a.mp3,Science_G11_S11ESS2.5H9_b.mp3,Science_G11_S11ESS2.5H9_c.mp3,NA,FT,OI,OI,NA,NA,0.34,0.34,0.34
S11ESS2.5L1,NA,11,S11ESS2.5,"L - Here are three objects. (Point to answer choices.) Which is a form of water: tree, book, or ice?",Which is a form of water?,tree,book,ice,c,NA,Tree3.ai,Book1.ai,Ice_Cube9.ai,Plants_Outdoors/Classroom/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5L11,NA,11,S11ESS2.5,"L - Here are three forms of water. (Point to answer choices.) Which shows water in its solid form: river, iceberg, or salt?",Which shows water in its solid form?,river,iceberg,salt,b,NA,River12.ai,Iceberg2.ai,Salt4.ai,Plants_Outdoors/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5L12,NA,11,S11ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows water as a liquid: river, ice cubes, or rocks?",Which shows water as a liquid?,river,ice cube,rocks,a,NA,River12.ai,Ice_Cube1.ai,Rock1.ai,Plants_Outdoors/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5L16,NA,11,S11ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows water as a solid: rock, liquid, or ice?",Which shows water as a solid?,rock,liquid,ice,c,NA,Rock1.ai,Water15.ai,Ice_Cube3.ai,Plants_Outdoors/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5L2,ESS - OI,11,S11ESS2.5,"L - Here are three objects. (Point to answer choices.) Which shows water as a vapor: steam, ice, or bicycle?",Which shows water as a vapor?,steam,ice,bicycle,a,NA,Steam.ai,Ice_Cube1.ai,Bicycle1.ai,Misc./Food/Transportation,prompt (SM),graphic + word,graphic + word,graphic + word,Science_G11_S11ESS2.5L2_intro.mp3,Science_G11_S11ESS2.5L2_stem.mp3,Science_G11_S11ESS2.5L2_a.mp3,Science_G11_S11ESS2.5L2_b.mp3,Science_G11_S11ESS2.5L2_c.mp3,FT,OI,OI,OI,NA,1.22,1.22,1.22,1.22
S11ESS2.5L6,NA,11,S11ESS2.5,"L - Here is a picture of steam. (Point to prompt.) Which also shows steam: A, B, or C?",Which also shows steam?,A,B,C,c,NA,Steam3.ai,Banana1.ai,Water15.ai,Misc./Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5M13,NA,11,S11ESS2.5,"M - Here are three forms of water. (Point to answer choices.) Which shows water as a solid: steam, lake, or glacier?",Which shows water as a solid?,steam,lake,glacier,c,NA,Steam.ai,Lake24.ai,Mountain22.ai,Misc./Plants_Outdoors,prompt (SM),graphic + word,graphic + word,graphic + word,Science_G11_S11ESS2.5M13_intro.mp3,Science_G11_S11ESS2.5M13_stem.mp3,Science_G11_S11ESS2.5M13_a.mp3,Science_G11_S11ESS2.5M13_b.mp3,Science_G11_S11ESS2.5M13_c.mp3,NA,NA,FT,OI,NA,NA,NA,1.9,1.9
S11ESS2.5M14,NA,11,S11ESS2.5,"M - Here are three forms of water. (Point to answer choices.) Which shows water as a vapor: steam, lake, or glacier?",Which shows water as a vapor?,steam,lake,glacier,a,NA,Steam.ai,Lake24.ai,Mountain22.ai,Misc./Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5M17,NA,11,S11ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows water in its solid form: steam, ice, or liquid?",Which shows water in its solid form?,steam,ice,liquid,b,NA,Steam3.ai,Ice_Cube3.ai,Water15.ai,Misc./Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5M18,NA,11,S11ESS2.5,"M - Here are three forms of water.  (Point to answer choices.) Which shows water as a gas: steam, ice, or river?",Which shows water as a gas,steam,ice,river,a,NA,Steam4.ai,Ice_Cube6.ai,River12.ai,Misc./Food/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5M3,NA,11,S11ESS2.5,"M - Here are three forms of water. (Point to answer choices.) Which shows water in its solid form: lake, snowman, or tea?",Which shows water in its solid form?,lake,snowman,tea,b,NA,Lake24.ai,Snowman.ai,Coffee4.ai,Plants_Outdoors/Misc./Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5M4,NA,11,S11ESS2.5,"M - Here are three forms of water. (Point to answer choices.) Which shows water in its liquid form: snow cone, igloo, or lake?",Which shows water in its liquid form?,snow cone,igloo,lake,c,NA,Sno_Cone.ai,Igloo.ai,Lake24.ai,Food/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5M7,NA,11,S11ESS2.5,"M - Here is solid water in the form of an ice berg. (Point to prompt.) Which also shows water in its solid form: A, B, or C?",Which also shows water in its solid form?,A,B,C,b,Iceberg2.ai,Steam.ai,Ice_Cube1.ai,Water15.ai,Plants_Outdoors/Misc./Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS2.5M8,NA,11,S11ESS2.5,"M - Here are three pictures. (Point to prompt.) Which shows water as a liquid: A, B, or C?",Which shows water as a liquid?,A,B,C,c,NA,Steam.ai,Ice_Cube6.ai,Water_Arrow.ai,Misc./Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.63,NA,NA,NA
S11ESS2.5MSAMPLE,NA,11,S11ESS2.5,"M - Here are three forms of water. (Point to answer choices.) Which shows water in solid form: steam, ice, or liquid?",Which shows water in solid form?,steam,ice,liquid,b,NA,Steam.ai,Ice_Cube6.ai,Fish_Bowl4.ai,Misc./Food/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.1H10,ESS - OI,11,S11ESS3.1,"H - Here are three pictures. (Point to answer choices.) Which is a natural disaster that can harm humans and their property: sunny weather, foggy day, or a forest fire?",Which is a natural disaster that can harm humans and their property?,sunny weather,foggy day,forest fire,c,NA,Sun_Cloud2.ai,Cloud_Wind.ai,Forest_Fire.ai,Weather/Plants_Outdoors,prompt (SM),graphic + word,graphic + word,graphic + word,Science_G11_S11ESS3.1H10_intro.mp3,Science_G11_S11ESS3.1H10_stem.mp3,Science_G11_S11ESS3.1H10_a.mp3,Science_G11_S11ESS3.1H10_b.mp3,Science_G11_S11ESS3.1H10_c.mp3,FT,OI,OI,OI,NA,0.14,0.14,0.14,0.14
S11ESS3.1H14,NA,11,S11ESS3.1,"H - Here are three natural resources. (Point to answer choices.) Which natural resource do people burn for energy: carrots, coal, or metal?",Which natural resource do people burn for energy?,carrots,coal,metal,b,NA,Carrot5.ai,Coal2.ai,Metal8.ai,Food/Plants_Outdoors/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.1H15,NA,11,S11ESS3.1,"H - Here are three natural resources. (Point to answer choices.) Which resource is linked to global warming when burned: metal, water, or coal?",Which resource is linked to global warming when burned?,metal,water,coal,c,NA,Metal8.ai,River18.ai,Coal2.ai,Misc./Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
S11ESS3.1H20,NA,11,S11ESS3.1,"H - Here are three pictures. (Point to answer choices.) Which is a natural disaster that can harm humans and their property: sunlight, fog, or a tornado?",Which is a natural disaster that can harm humans and their property?,sunlight,fog,tornado,c,NA,Sun_Cloud2.ai,Cloud_Wind.ai,Tornado2.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.72,NA,NA,NA
S11ESS3.1H4,NA,11,S11ESS3.1,"H - Here is an island in the ocean where the climate is warming.  (Point to picture in prompt.) Which can happen because of a warming climate: rising sea level, earthquake, or foggy weather?",Here is an island in the ocean where the climate is warming. Which can happen because of a warming climate?,rising sea level,earthquake,foggy weather,a,Crater_Lake.ai,Crater_Lake2.ai,Earthquake2.ai,Wind18.ai,Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
S11ESS3.1H5,NA,11,S11ESS3.1,"H -  Here are three pictures. (Point to answer choices.) Which can destroy buildings and vehicles: riding bikes, earthquake, or driving cars?",Which can destroy buildings and vehicles?,riding bikes,earthquake,driving cars,b,NA,Building6.ai,Building3.ai,Building5.ai,Plants_Outdoors,prompt (SM),graphic + word,graphic + word,graphic + word,Science_G11_S11ESS3.1H5_intro.mp3,Science_G11_S11ESS3.1H5_stem.mp3,Science_G11_S11ESS3.1H5_a.mp3,Science_G11_S11ESS3.1H5_b.mp3,Science_G11_S11ESS3.1H5_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.4367
S11ESS3.1H9,NA,11,S11ESS3.1,"H - This picture shows a hurricane close to land. (Point to prompt.) What is evidence of a hurricane: strong winds, moonlight, or tall trees?",What causes a hurricane?,strong winds,moonlight,tall trees,a,Hurricane.ai,Wind8.ai,Moon_Stars6.ai,Forest6.ai,Weather/Astronomy/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.1HSAMPLE,NA,11,S11ESS3.1,"H - Here are three pictures. (Point to answer choices.) Which is a natural disaster that can harm people and property: farming, driving, or tornado?",Which is a natural disaster that can harm people and property?,farming,driving,tornado,c,NA,Farm.ai,Car32.ai,Tornado3.ai,Plants_Outdoors/Transportation/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
S11ESS3.1L1,ESS - OI,11,S11ESS3.1,"L - Here are three objects. (Point to answer choices.) Which is a something useful found in nature: water, bicycle, or airplane?",Which is a something useful found in nature?,water,bicycle,airplane,a,NA,Water15.ai,Bicycle1.ai,Plane1.ai,Food/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,0.56,0.56,0.56,NA
S11ESS3.1L11,NA,11,S11ESS3.1,"L - This is a car. (Point to car in prompt.) Which is a natural resource used to make cars: metal, clouds, or carrots?",Which is a natural resource used to make cars?,metal,clouds,carrots,a,Car2.ai,Metal8.ai,Cloud1.ai,Carrot5.ai,Transportation/Misc./Weather/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.1L16,ESS - OI,11,S11ESS3.1,"L - Here are three objects. (Point to answer choices.) Natural resources are helpful things that come from the Earth. Which is a natural resource: forest, cars, or plastic?",Natural resources are helpful things that come from the Earth. Which is a natural resource?,forest,cars,plastic,a,NA,Forest6.ai,Car1.ai,Bottle1.ai,Plants_Outdoors/Transportation/Hosuehold Objects,prompt (SM),graphic + word,graphic + word,graphic + word,Science_G11_S11ESS3.1L16_intro.mp3,Science_G11_S11ESS3.1L16_stem.mp3,Science_G11_S11ESS3.1L16_a.mp3,Science_G11_S11ESS3.1L16_b.mp3,Science_G11_S11ESS3.1L16_c.mp3,FT,OI,OI,OI,NA,0.65,0.65,0.65,0.65
S11ESS3.1L17,NA,11,S11ESS3.1,"L - Here are three pictures. (Point to prompt.) Which shows a lightning storm: A, B, or C?",Which shows a lightning storm?,A,B,C,b,NA,Sun1.ai,Lightning2.ai,Mountain19.ai,Weather/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.1L6,NA,11,S11ESS3.1,"L - Here are three pictures. (Point to prompt.) Which shows a person in the rain: A, B, or C?",Which shows a person in the rain?,A,B,C,a,NA,Rain11.ai,Bird_Cloud.ai,Moon_Stars6.ai,Weather/Animals/Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.1M12,NA,11,S11ESS3.1,"M - Here are three natural disasters. (Point to answer choices.) Which shows a tornado: A,B, or C?",Which shows a tornado?,A,B,C,b,NA,House_Water.ai,Tornado2.ai,Forest_Fire.ai,Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.1M13,ESS - OI,11,S11ESS3.1,"M - Here are three natural disasters. (Point to answer choices.) Which shows a flood: A,B, or C?",Which shows a flood?,A,B,C,a,NA,House_Water.ai,Tornado2.ai,Forest_Fire.ai,Plants_Outdoors/Weather,prompt (SM),graphic + word,graphic + word,graphic + word,Science_G11_S11ESS3.1M13_intro.mp3,Science_G11_S11ESS3.1M13_stem.mp3,Science_G11_S11ESS3.1M13_a.mp3,Science_G11_S11ESS3.1M13_b.mp3,Science_G11_S11ESS3.1M13_c.mp3,FT,OI,OI,OI,NA,-0.42,-0.42,-0.42,-0.42
S11ESS3.1M18,NA,11,S11ESS3.1,"M - Here are three natural disasters. (Point to answer choices.) Which shows a forest fire: A,B, or C?",Which shows a forest fire?,A,B,C,c,NA,House_Water.ai,Snow22.ai,Forest_Fire.ai,Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.02,NA,NA,NA
S11ESS3.1M19,NA,11,S11ESS3.1,"M - Here are three pictures. (Point to answer choices.) Which is a natural hazard that could start a forest fire: blizzard, flood, or lightning?",Which is a natural hazard that could start a forest fire?,blizzard,rain,lightning,c,NA,Snow19.ai,Rain12.ai,Lightning5.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.1M2,NA,11,S11ESS3.1,"M - Here are three pictures. (Point to answer choices.) Which shows a thunderstorm: A, B, or C?",Which shows a thunderstorm?,A,B,C,b,NA,Tornado4.ai,Lightning2.ai,Moon_Stars6.ai,Weather/Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.1M3,NA,11,S11ESS3.1,"M - Here are three pictures. (Point to prompt.) Which shows a natural hazard: A, B, or C?",Which shows a natural hazard?,A,B,C,c,NA,Forest6.ai,Lake24.ai,Forest_Fire.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.1M7,NA,11,S11ESS3.1,"M - This is a tornado. (Point to prompt.) What is a tornado made of: fog, the Sun, or wind?",What is a tornado made of?,fog,Sun,wind,c,Tornado4.ai,Wind18.ai,Sun1.ai,Wind8.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.1M8,NA,11,S11ESS3.1,"M - Here are three pictures. (Point to answer choices.) Which is a natural disaster that can harm humans and their property: forest, hurricane, or rain?",Which is a natural disaster that can harm humans and their property?,forest,hurricane,rain,b,NA,Forest6.ai,Hurricane2.ai,Rain17.ai,Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.4H10,ESS - FT,11,S11ESS3.4,"H - Rain forests are being chopped down. (Point to prompt.) What is one way to know the health of the rainforest: build factories in the forest, chop down more trees, or count all of the trees?",What is one way to know the health of the rainforest?,build factories in the forest,chop down more trees,count all of the trees,c,Palm_Tree2.ai,NA,NA,NA,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,1.7,1.7,NA
S11ESS3.4H15,ESS - OI,11,S11ESS3.4,"H - Here are three types of technology. (Point to answer choices.) Which technology could protect the Earth's natural resources: solar power, power plant, or remote control?",Which technology could protect the Earth's natural resources?,solar power,power plant,remote control,a,NA,Sun_Solar_Panel.ai,Factory2.ai,Remote2.ai,Plants_Outdoors/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,0.97,0.97,NA,NA
S11ESS3.4H20,NA,11,S11ESS3.4,"H - Here are three types of technology. (Point to answer choices.) Which technology decreases our use of fossil fuels for energy: oil drilling, coal power plant, or wind mills?",Which technology decreases our use of fossil fuels for energy?,oil drilling,coal power plant,wind mills,c,NA,Oil_Drill.ai,Factory2.ai,Wind_Turbine1.ai,Tools/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.4H5,NA,11,S11ESS3.4,"H - This is a factory. (Point to prompt.) How do you know if the factory is harming the environment: the number of clouds, amount of pollution, or the temperature outside?",How do you know if the factory is harming the environment?,number of clouds,amount of pollution,temperature outside,b,Factory2.ai,NA,NA,NA,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.95,NA
S11ESS3.4H9,NA,11,S11ESS3.4,"M - Here are three activities. (Point to prompt.) What is one way to keep the air clean: ride bicycles, light campfires, or drive cars?",What is one way to keep the air clean?,ride bicycles,light campfires,drive cars,a,NA,Boy_Bicycle8.ai,Man_Smoking.ai,Car7.ai,People/Transportation,prompt (SM),graphic + word,graphic + word,graphic + word,Science_G11_S11ESS3.4H9_intro.mp3,Science_G11_S11ESS3.4H9_stem.mp3,Science_G11_S11ESS3.4H9_a.mp3,Science_G11_S11ESS3.4H9_b.mp3,Science_G11_S11ESS3.4H9_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.6286
S11ESS3.4L1,NA,11,S11ESS3.4,"L - This is Susie. (Point to prompt.) How can Susie help the Earth: watch TV, drive cars, or recycle bottles?",How can Susie help the Earth?,watch TV,drive cars,recycle bottles,c,Girl_Smiling3.ai,Girl_Sitting1.ai,Car32.ai,Girl_Recycling5.ai,People/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.4L11,NA,11,S11ESS3.4,"L - Here are three pictures. (Point to answer choices.) Which pollutes the Earth: walking to school, recycling bottles, or factory smoke?",Which pollutes the Earth?,walking,recycling,factory,c,NA,Boy_Walking3.ai,Recycling3.ai,Factory2.ai,People/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.4L12,NA,11,S11ESS3.4,"L - Here are three pictures. (Point to answer choices.) Which helps protect the Earth: littering, recycling, or pollution?",Which helps protect the Earth?,littering,recycling,pollution,b,NA,Lake11.ai,Recycling1.ai,Factory2.ai,Plants_Outdoors/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.4L16,NA,11,S11ESS3.4,"L -This girl just ate a snack. (Point to prompt.) How could she help the Earth: litter trash on the ground, put trash in garbage can, or throw trash in stream?",How could she help the Earth?,litter trash on  ground,put trash in garbage,throw trash in stream,b,Girl_Handing_Trash.ai,Littering2.ai,Throwing_Trash_Away1.ai,Littering3.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.93,NA,NA,NA
S11ESS3.4L17,NA,11,S11ESS3.4,"L - Here are some empty soda cans. (Point to prompt.) Which would be best for the Earth: put cans in trash, throw cans in pond, or recycle the cans?",Which would be best for the Earth?,put cans in trash,throw cans in pond,recycle the cans,c,Soda_Can3.ai,Throwing_Trash_Away2.ai,Trash_In_Pond.ai,Recycling1.ai,Food/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.4L2,NA,11,S11ESS3.4,"L - This is Joe. (Point to prompt.) How can Joe help the Earth: fly a kite, jump rope, or pick up litter?",How can Joe help the Earth?,fly a kite,jump rope,pick up litter,c,Boy_Smiling3.ai,Boy_Flying_Kite2.ai,Boy_Jumping_Rope.ai,Boy_Picking_Recycling.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.4L6,NA,11,S11ESS3.4,"L - Here are three pictures. (Point to answer choices.) Which shows someone helping the environment: A, B or C?",Which shows someone helping the environment?,A,B,C,c,NA,Tree_Stumps_Boy.ai,Factory2.ai,Recycling1.ai,Plants_Outdoors/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.4L7,NA,11,S11ESS3.4,"L - Here are three activities. (Point to materials). Which shows someone helping the environment: A, B or C?",Which shows someone helping the environment?,A,B,C,a,NA,Recycling2.ai,Truck5.ai,Tree_Stumps_Boy.ai,People/Transportation/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.4LSAMPLE,NA,11,S11ESS3.4,"L - This is a class of students. (Point to prompt.) How can they help the Earth: recycle cans, litter trash, or enjoy music?",How can they help the Earth?,recycle cans,litter trash,enjoy music,a,People4.ai,Recycling1.ai,Swing_Set_Trash2.ai,Boy_Girl_Sharing_Headphones.ai,People/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11ESS3.4M13,ESS - OI,11,S11ESS3.4,"M - Three schools wanted to help the Earth. Here is a graph showing school recycling. (Point to graph in prompt.) Which school recycled the most trash: A, B, C?",Which school recycled the most trash?,A,B,C,a,BarGraph_SchoolRecycling2.ai,NA,NA,NA,Graph_Number Lines_Tables,prompt + graphic,word only,word only,word only,Science_G11_S11ESS3.4M13_intro.mp3,Science_G11_S11ESS3.4M13_stem.mp3,Science_G11_S11ESS3.4M13_a.mp3,Science_G11_S11ESS3.4M13_b.mp3,Science_G11_S11ESS3.4M13_c.mp3,FT,OI,OI,OI,NA,0.08,0.08,0.08,0.08
S11ESS3.4M14,NA,11,S11ESS3.4,"M - Here is a graph showing town recycling. (Point to graph in prompt.) Which town recycled the most trash: A, B, C?",Which town recycled the most trash?,A,B,C,b,BarGraph_SchoolRecycling3.ai,NA,NA,NA,Graph_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
